year,month,val
1873,5,-0.413
1873,6,-0.259
1873,7,-0.152
1873,8,-0.163
1873,9,-0.359
1873,10,-0.405
1873,11,-0.467
1873,12,-0.276
1874,1,0.056
1874,2,-0.44
1874,3,-0.564
1874,4,-0.513
1874,5,-0.471
1874,6,-0.462
1874,7,-0.177
1874,8,-0.371
1874,9,-0.214
1874,10,-0.435
1874,11,-0.506
1874,12,-0.408
1875,1,-0.578
1875,2,-0.614
1875,3,-0.599
1875,4,-0.467
1875,5,-0.176
1875,6,-0.236
1875,7,-0.305
1875,8,-0.18
1875,9,-0.272
1875,10,-0.369
1875,11,-0.499
1875,12,-0.497
1876,1,-0.312
1876,2,-0.269
1876,3,-0.385
1876,4,-0.299
1876,5,-0.532
1876,6,-0.284
1876,7,-0.135
1876,8,-0.244
1876,9,-0.436
1876,10,-0.387
1876,11,-0.581
1876,12,-0.713
1877,1,-0.327
1877,2,0.058
1877,3,-0.291
1877,4,-0.325
1877,5,-0.452
1877,6,-0.092
1877,7,0.012
1877,8,0.148
1877,9,0.029
1877,10,0.058
1877,11,0.101
1877,12,0.174
1878,1,0.177
1878,2,0.411
1878,3,0.345
1878,4,0.32
1878,5,-0.082
1878,6,0.017
1878,7,-0.049
1878,8,-0.025
1878,9,0.012
1878,10,-0.123
1878,11,-0.204
1878,12,-0.362
1879,1,-0.197
1879,2,-0.15
1879,3,-0.097
1879,4,-0.216
1879,5,-0.213
1879,6,-0.27
1879,7,-0.232
1879,8,-0.167
1879,9,-0.216
1879,10,-0.123
1879,11,-0.388
1879,12,-0.514
1880,1,-0.067
1880,2,-0.174
1880,3,-0.107
1880,4,-0.151
1880,5,-0.245
1880,6,-0.312
1880,7,-0.25
1880,8,-0.115
1880,9,-0.234
1880,10,-0.386
1880,11,-0.4
1880,12,-0.294
1881,1,-0.36
1881,2,-0.239
1881,3,-0.19
1881,4,-0.135
1881,5,-0.034
1881,6,-0.232
1881,7,-0.152
1881,8,-0.128
1881,9,-0.247
1881,10,-0.285
1881,11,-0.34
1881,12,-0.138
1882,1,0.117
1882,2,-0.006
1882,3,-0.054
1882,4,-0.284
1882,5,-0.374
1882,6,-0.32
1882,7,-0.185
1882,8,-0.22
1882,9,-0.159
1882,10,-0.336
1882,11,-0.312
1882,12,-0.464
1883,1,-0.411
1883,2,-0.325
1883,3,-0.349
1883,4,-0.393
1883,5,-0.256
1883,6,-0.125
1883,7,-0.196
1883,8,-0.211
1883,9,-0.28
1883,10,-0.382
1883,11,-0.305
1883,12,-0.328
1884,1,-0.416
1884,2,-0.221
1884,3,-0.462
1884,4,-0.531
1884,5,-0.396
1884,6,-0.414
1884,7,-0.425
1884,8,-0.412
1884,9,-0.345
1884,10,-0.328
1884,11,-0.565
1884,12,-0.415
1885,1,-0.507
1885,2,-0.411
1885,3,-0.483
1885,4,-0.472
1885,5,-0.52
1885,6,-0.488
1885,7,-0.313
1885,8,-0.51
1885,9,-0.333
1885,10,-0.246
1885,11,-0.261
1885,12,-0.153
1886,1,-0.398
1886,2,-0.455
1886,3,-0.411
1886,4,-0.335
1886,5,-0.191
1886,6,-0.385
1886,7,-0.284
1886,8,-0.338
1886,9,-0.432
1886,10,-0.361
1886,11,-0.421
1886,12,-0.427
1887,1,-0.568
1887,2,-0.556
1887,3,-0.462
1887,4,-0.44
1887,5,-0.356
1887,6,-0.409
1887,7,-0.27
1887,8,-0.368
1887,9,-0.345
1887,10,-0.506
1887,11,-0.409
1887,12,-0.398
1888,1,-0.603
1888,2,-0.455
1888,3,-0.543
1888,4,-0.245
1888,5,-0.349
1888,6,-0.292
1888,7,-0.308
1888,8,-0.283
1888,9,-0.218
1888,10,-0.108
1888,11,-0.189
1888,12,-0.171
1889,1,-0.055
1889,2,-0.097
1889,3,-0.069
1889,4,0.008
1889,5,-0.083
1889,6,-0.146
1889,7,-0.196
1889,8,-0.223
1889,9,-0.382
1889,10,-0.299
1889,11,-0.4
1889,12,-0.175
1890,1,-0.323
1890,2,-0.359
1890,3,-0.458
1890,4,-0.32
1890,5,-0.42
1890,6,-0.378
1890,7,-0.411
1890,8,-0.419
1890,9,-0.478
1890,10,-0.506
1890,11,-0.562
1890,12,-0.402
1891,1,-0.507
1891,2,-0.465
1891,3,-0.369
1891,4,-0.36
1891,5,-0.202
1891,6,-0.295
1891,7,-0.329
1891,8,-0.32
1891,9,-0.202
1891,10,-0.326
1891,11,-0.541
1891,12,-0.124
1892,1,-0.399
1892,2,-0.121
1892,3,-0.461
1892,4,-0.483
1892,5,-0.401
1892,6,-0.466
1892,7,-0.532
1892,8,-0.447
1892,9,-0.326
1892,10,-0.44
1892,11,-0.626
1892,12,-0.792
1893,1,-0.959
1893,2,-0.723
1893,3,-0.373
1893,4,-0.564
1893,5,-0.558
1893,6,-0.462
1893,7,-0.279
1893,8,-0.29
1893,9,-0.439
1893,10,-0.273
1893,11,-0.417
1893,12,-0.341
1894,1,-0.453
1894,2,-0.378
1894,3,-0.377
1894,4,-0.381
1894,5,-0.422
1894,6,-0.492
1894,7,-0.315
1894,8,-0.341
1894,9,-0.457
1894,10,-0.441
1894,11,-0.42
1894,12,-0.407
1895,1,-0.494
1895,2,-0.678
1895,3,-0.522
1895,4,-0.403
1895,5,-0.415
1895,6,-0.332
1895,7,-0.35
1895,8,-0.263
1895,9,-0.284
1895,10,-0.341
1895,11,-0.297
1895,12,-0.316
1896,1,-0.214
1896,2,-0.225
1896,3,-0.38
1896,4,-0.342
1896,5,-0.201
1896,6,-0.118
1896,7,-0.11
1896,8,-0.064
1896,9,-0.11
1896,10,-0.128
1896,11,-0.283
1896,12,-0.03
1897,1,-0.2
1897,2,-0.126
1897,3,-0.274
1897,4,-0.073
1897,5,-0.034
1897,6,-0.162
1897,7,-0.162
1897,8,-0.154
1897,9,-0.138
1897,10,-0.259
1897,11,-0.455
1897,12,-0.48
1898,1,-0.086
1898,2,-0.377
1898,3,-0.749
1898,4,-0.572
1898,5,-0.472
1898,6,-0.319
1898,7,-0.381
1898,8,-0.306
1898,9,-0.335
1898,10,-0.559
1898,11,-0.448
1898,12,-0.357
1899,1,-0.214
1899,2,-0.494
1899,3,-0.544
1899,4,-0.349
1899,5,-0.312
1899,6,-0.388
1899,7,-0.276
1899,8,-0.146
1899,9,-0.136
1899,10,-0.188
1899,11,0.025
1899,12,-0.444
1900,1,-0.246
1900,2,-0.162
1900,3,-0.282
1900,4,-0.254
1900,5,-0.27
1900,6,-0.175
1900,7,-0.19
1900,8,-0.182
1900,9,-0.225
1900,10,-0.06
1900,11,-0.257
1900,12,-0.08
1901,1,-0.176
1901,2,-0.27
1901,3,-0.242
1901,4,-0.191
1901,5,-0.195
1901,6,-0.156
1901,7,-0.189
1901,8,-0.195
1901,9,-0.347
1901,10,-0.299
1901,11,-0.441
1901,12,-0.437
1902,1,-0.237
1902,2,-0.266
1902,3,-0.389
1902,4,-0.452
1902,5,-0.4
1902,6,-0.442
1902,7,-0.392
1902,8,-0.369
1902,9,-0.363
1902,10,-0.482
1902,11,-0.531
1902,12,-0.521
1903,1,-0.264
1903,2,-0.201
1903,3,-0.355
1903,4,-0.472
1903,5,-0.464
1903,6,-0.546
1903,7,-0.495
1903,8,-0.589
1903,9,-0.525
1903,10,-0.654
1903,11,-0.627
1903,12,-0.596
1904,1,-0.634
1904,2,-0.59
1904,3,-0.655
1904,4,-0.554
1904,5,-0.53
1904,6,-0.519
1904,7,-0.523
1904,8,-0.474
1904,9,-0.478
1904,10,-0.476
1904,11,-0.381
1904,12,-0.409
1905,1,-0.46
1905,2,-0.7
1905,3,-0.463
1905,4,-0.552
1905,5,-0.344
1905,6,-0.321
1905,7,-0.298
1905,8,-0.303
1905,9,-0.316
1905,10,-0.363
1905,11,-0.221
1905,12,-0.195
1906,1,-0.07
1906,2,-0.232
1906,3,-0.287
1906,4,-0.112
1906,5,-0.334
1906,6,-0.295
1906,7,-0.321
1906,8,-0.32
1906,9,-0.385
1906,10,-0.352
1906,11,-0.428
1906,12,-0.28
1907,1,-0.433
1907,2,-0.51
1907,3,-0.334
1907,4,-0.505
1907,5,-0.557
1907,6,-0.525
1907,7,-0.405
1907,8,-0.457
1907,9,-0.406
1907,10,-0.358
1907,11,-0.58
1907,12,-0.531
1908,1,-0.409
1908,2,-0.412
1908,3,-0.629
1908,4,-0.546
1908,5,-0.472
1908,6,-0.475
1908,7,-0.472
1908,8,-0.533
1908,9,-0.458
1908,10,-0.58
1908,11,-0.598
1908,12,-0.568
1909,1,-0.575
1909,2,-0.534
1909,3,-0.685
1909,4,-0.603
1909,5,-0.585
1909,6,-0.514
1909,7,-0.578
1909,8,-0.318
1909,9,-0.4
1909,10,-0.478
1909,11,-0.425
1909,12,-0.589
1910,1,-0.351
1910,2,-0.513
1910,3,-0.484
1910,4,-0.45
1910,5,-0.47
1910,6,-0.484
1910,7,-0.467
1910,8,-0.438
1910,9,-0.439
1910,10,-0.479
1910,11,-0.652
1910,12,-0.666
1911,1,-0.55
1911,2,-0.758
1911,3,-0.694
1911,4,-0.715
1911,5,-0.6
1911,6,-0.569
1911,7,-0.516
1911,8,-0.5
1911,9,-0.51
1911,10,-0.464
1911,11,-0.373
1911,12,-0.292
1912,1,-0.361
1912,2,-0.292
1912,3,-0.381
1912,4,-0.338
1912,5,-0.375
1912,6,-0.314
1912,7,-0.456
1912,8,-0.561
1912,9,-0.558
1912,10,-0.639
1912,11,-0.516
1912,12,-0.482
1913,1,-0.454
1913,2,-0.505
1913,3,-0.537
1913,4,-0.432
1913,5,-0.51
1913,6,-0.507
1913,7,-0.436
1913,8,-0.393
1913,9,-0.425
1913,10,-0.427
1913,11,-0.267
1913,12,-0.234
1914,1,-0.082
1914,2,-0.216
1914,3,-0.329
1914,4,-0.387
1914,5,-0.28
1914,6,-0.286
1914,7,-0.335
1914,8,-0.216
1914,9,-0.261
1914,10,-0.151
1914,11,-0.178
1914,12,-0.246
1915,1,-0.116
1915,2,-0.054
1915,3,-0.193
1915,4,-0.049
1915,5,-0.208
1915,6,-0.222
1915,7,-0.112
1915,8,-0.07
1915,9,-0.134
1915,10,-0.258
1915,11,-0.134
1915,12,-0.248
1916,1,-0.233
1916,2,-0.176
1916,3,-0.401
1916,4,-0.336
1916,5,-0.355
1916,6,-0.476
1916,7,-0.381
1916,8,-0.344
1916,9,-0.336
1916,10,-0.398
1916,11,-0.57
1916,12,-0.62
1917,1,-0.68
1917,2,-0.756
1917,3,-0.829
1917,4,-0.475
1917,5,-0.654
1917,6,-0.347
1917,7,-0.119
1917,8,-0.216
1917,9,-0.123
1917,10,-0.385
1917,11,-0.389
1917,12,-0.622
1918,1,-0.501
1918,2,-0.512
1918,3,-0.44
1918,4,-0.488
1918,5,-0.427
1918,6,-0.332
1918,7,-0.338
1918,8,-0.359
1918,9,-0.239
1918,10,-0.095
1918,11,-0.038
1918,12,-0.223
1919,1,-0.095
1919,2,-0.08
1919,3,-0.303
1919,4,-0.076
1919,5,-0.263
1919,6,-0.25
1919,7,-0.363
1919,8,-0.328
1919,9,-0.23
1919,10,-0.303
1919,11,-0.535
1919,12,-0.457
1920,1,-0.236
1920,2,-0.419
1920,3,-0.111
1920,4,-0.256
1920,5,-0.189
1920,6,-0.211
1920,7,-0.287
1920,8,-0.227
1920,9,-0.13
1920,10,-0.225
1920,11,-0.282
1920,12,-0.341
1921,1,-0.136
1921,2,-0.18
1921,3,-0.249
1921,4,-0.223
1921,5,-0.202
1921,6,-0.12
1921,7,-0.14
1921,8,-0.28
1921,9,-0.163
1921,10,-0.14
1921,11,-0.3
1921,12,-0.146
1922,1,-0.396
1922,2,-0.276
1922,3,-0.268
1922,4,-0.234
1922,5,-0.377
1922,6,-0.324
1922,7,-0.226
1922,8,-0.347
1922,9,-0.28
1922,10,-0.324
1922,11,-0.287
1922,12,-0.301
1923,1,-0.228
1923,2,-0.409
1923,3,-0.405
1923,4,-0.356
1923,5,-0.318
1923,6,-0.242
1923,7,-0.351
1923,8,-0.378
1923,9,-0.322
1923,10,-0.267
1923,11,-0.018
1923,12,-0.006
1924,1,-0.313
1924,2,-0.2
1924,3,-0.269
1924,4,-0.281
1924,5,-0.24
1924,6,-0.216
1924,7,-0.263
1924,8,-0.277
1924,9,-0.28
1924,10,-0.31
1924,11,-0.359
1924,12,-0.524
1925,1,-0.399
1925,2,-0.302
1925,3,-0.222
1925,4,-0.275
1925,5,-0.257
1925,6,-0.257
1925,7,-0.218
1925,8,-0.128
1925,9,-0.188
1925,10,-0.305
1925,11,-0.054
1925,12,0.006
1926,1,0.089
1926,2,-0.042
1926,3,-0.023
1926,4,-0.173
1926,5,-0.214
1926,6,-0.088
1926,7,-0.235
1926,8,-0.085
1926,9,-0.102
1926,10,-0.084
1926,11,-0.109
1926,12,-0.232
1927,1,-0.254
1927,2,-0.144
1927,3,-0.324
1927,4,-0.256
1927,5,-0.256
1927,6,-0.236
1927,7,-0.144
1927,8,-0.142
1927,9,-0.132
1927,10,-0.04
1927,11,-0.173
1927,12,-0.425
1928,1,-0.05
1928,2,-0.138
1928,3,-0.338
1928,4,-0.253
1928,5,-0.282
1928,6,-0.342
1928,7,-0.164
1928,8,-0.174
1928,9,-0.22
1928,10,-0.165
1928,11,-0.151
1928,12,-0.236
1929,1,-0.48
1929,2,-0.662
1929,3,-0.408
1929,4,-0.387
1929,5,-0.387
1929,6,-0.348
1929,7,-0.36
1929,8,-0.188
1929,9,-0.264
1929,10,-0.177
1929,11,-0.071
1929,12,-0.47
1930,1,-0.326
1930,2,-0.288
1930,3,-0.153
1930,4,-0.189
1930,5,-0.197
1930,6,-0.162
1930,7,-0.12
1930,8,-0.055
1930,9,-0.076
1930,10,-0.089
1930,11,0.081
1930,12,-0.069
1931,1,-0.001
1931,2,-0.147
1931,3,-0.119
1931,4,-0.178
1931,5,-0.161
1931,6,-0.034
1931,7,0.007
1931,8,-0.048
1931,9,-0.047
1931,10,-0.04
1931,11,-0.147
1931,12,-0.1
1932,1,0.162
1932,2,-0.192
1932,3,-0.24
1932,4,-0.063
1932,5,-0.168
1932,6,-0.192
1932,7,-0.129
1932,8,-0.198
1932,9,-0.039
1932,10,-0.171
1932,11,-0.227
1932,12,-0.192
1933,1,-0.284
1933,2,-0.316
1933,3,-0.34
1933,4,-0.216
1933,5,-0.212
1933,6,-0.26
1933,7,-0.185
1933,8,-0.176
1933,9,-0.234
1933,10,-0.195
1933,11,-0.306
1933,12,-0.525
1934,1,-0.216
1934,2,-0.163
1934,3,-0.388
1934,4,-0.246
1934,5,-0.079
1934,6,-0.041
1934,7,-0.065
1934,8,-0.059
1934,9,-0.097
1934,10,-0.085
1934,11,0.025
1934,12,-0.133
1935,1,-0.225
1935,2,0.104
1935,3,-0.225
1935,4,-0.264
1935,5,-0.241
1935,6,-0.185
1935,7,-0.141
1935,8,-0.152
1935,9,-0.139
1935,10,-0.074
1935,11,-0.293
1935,12,-0.259
1936,1,-0.298
1936,2,-0.356
1936,3,-0.295
1936,4,-0.201
1936,5,-0.149
1936,6,-0.162
1936,7,-0.02
1936,8,-0.042
1936,9,-0.104
1936,10,0
1936,11,-0.065
1936,12,-0.008
1937,1,-0.127
1937,2,0.037
1937,3,-0.27
1937,4,-0.125
1937,5,-0.077
1937,6,-0.009
1937,7,0.05
1937,8,0.084
1937,9,0.113
1937,10,0.123
1937,11,0.007
1937,12,-0.097
1938,1,0.02
1938,2,0.023
1938,3,0.065
1938,4,0.084
1938,5,-0.088
1938,6,-0.06
1938,7,-0.046
1938,8,0.012
1938,9,0.058
1938,10,0.147
1938,11,0.02
1938,12,-0.289
1939,1,-0.07
1939,2,-0.042
1939,3,-0.256
1939,4,-0.093
1939,5,-0.027
1939,6,0.064
1939,7,0.051
1939,8,0.039
1939,9,-0.074
1939,10,-0.272
1939,11,-0.121
1939,12,0.224
1940,1,-0.181
1940,2,-0.039
1940,3,-0.114
1940,4,0.057
1940,5,0.022
1940,6,0.033
1940,7,0.142
1940,8,0.048
1940,9,0.124
1940,10,0.01
1940,11,-0.062
1940,12,0.162
1941,1,-0.093
1941,2,-0.018
1941,3,-0.139
1941,4,0.019
1941,5,-0.022
1941,6,0.121
1941,7,0.115
1941,8,0.017
1941,9,-0.128
1941,10,0.221
1941,11,0.054
1941,12,0.093
1942,1,0.211
1942,2,-0.079
1942,3,-0.087
1942,4,-0.063
1942,5,-0.012
1942,6,0.035
1942,7,-0.077
1942,8,-0.066
1942,9,0.005
1942,10,-0.077
1942,11,-0.07
1942,12,0.011
1943,1,-0.203
1943,2,0.069
1943,3,-0.199
1943,4,0.006
1943,5,-0.017
1943,6,-0.096
1943,7,-0.006
1943,8,-0.009
1943,9,-0.015
1943,10,0.239
1943,11,0.026
1943,12,0.195
1944,1,0.288
1944,2,0.138
1944,3,0.141
1944,4,0.054
1944,5,0.062
1944,6,0.15
1944,7,0.218
1944,8,0.234
1944,9,0.298
1944,10,0.213
1944,11,0.011
1944,12,-0.018
1945,1,0
1945,2,-0.091
1945,3,-0.043
1945,4,0.168
1945,5,-0.108
1945,6,-0.002
1945,7,-0.087
1945,8,0.36
1945,9,0.161
1945,10,0.183
1945,11,-0.009
1945,12,-0.206
1946,1,0.095
1946,2,0.04
1946,3,-0.06
1946,4,0.135
1946,5,-0.117
1946,6,-0.263
1946,7,-0.05
1946,8,-0.152
1946,9,-0.011
1946,10,-0.053
1946,11,-0.092
1946,12,-0.356
1947,1,-0.111
1947,2,-0.178
1947,3,-0.066
1947,4,0.093
1947,5,-0.06
1947,6,0.004
1947,7,-0.007
1947,8,-0.041
1947,9,-0.072
1947,10,0.08
1947,11,0.043
1947,12,-0.172
1948,1,0.087
1948,2,-0.123
1948,3,-0.178
1948,4,-0.041
1948,5,0.11
1948,6,0.069
1948,7,-0.11
1948,8,-0.002
1948,9,-0.054
1948,10,0.027
1948,11,-0.049
1948,12,-0.2
1949,1,0.151
1949,2,-0.149
1949,3,-0.175
1949,4,0.007
1949,5,-0.045
1949,6,-0.187
1949,7,-0.092
1949,8,-0.037
1949,9,-0.071
1949,10,-0.031
1949,11,-0.077
1949,12,-0.185
1950,1,-0.326
1950,2,-0.244
1950,3,-0.178
1950,4,-0.168
1950,5,-0.089
1950,6,-0.074
1950,7,-0.044
1950,8,-0.113
1950,9,-0.105
1950,10,-0.128
1950,11,-0.389
1950,12,-0.249
1951,1,-0.353
1951,2,-0.461
1951,3,-0.292
1951,4,-0.104
1951,5,-0.015
1951,6,0.034
1951,7,0.045
1951,8,0.137
1951,9,0.092
1951,10,0.133
1951,11,-0.037
1951,12,0.178
1952,1,0.185
1952,2,0.133
1952,3,-0.129
1952,4,0.056
1952,5,0.042
1952,6,0.04
1952,7,0.099
1952,8,0.094
1952,9,0.099
1952,10,-0.006
1952,11,-0.186
1952,12,-0.059
1953,1,0.065
1953,2,0.143
1953,3,0.127
1953,4,0.196
1953,5,0.14
1953,6,0.166
1953,7,0.051
1953,8,0.097
1953,9,0.077
1953,10,0.075
1953,11,-0.07
1953,12,0.091
1954,1,-0.235
1954,2,-0.084
1954,3,-0.152
1954,4,-0.146
1954,5,-0.206
1954,6,-0.129
1954,7,-0.198
1954,8,-0.092
1954,9,-0.086
1954,10,-0.033
1954,11,0.023
1954,12,-0.232
1955,1,0.127
1955,2,-0.166
1955,3,-0.404
1955,4,-0.245
1955,5,-0.236
1955,6,-0.167
1955,7,-0.198
1955,8,-0.062
1955,9,-0.116
1955,10,-0.165
1955,11,-0.315
1955,12,-0.337
1956,1,-0.245
1956,2,-0.349
1956,3,-0.313
1956,4,-0.334
1956,5,-0.281
1956,6,-0.226
1956,7,-0.21
1956,8,-0.246
1956,9,-0.283
1956,10,-0.233
1956,11,-0.261
1956,12,-0.205
1957,1,-0.163
1957,2,-0.128
1957,3,-0.186
1957,4,-0.061
1957,5,0.05
1957,6,0.086
1957,7,0.004
1957,8,0.096
1957,9,0.039
1957,10,-0.012
1957,11,0.055
1957,12,0.152
1958,1,0.269
1958,2,0.183
1958,3,-0.002
1958,4,0.038
1958,5,0.034
1958,6,-0.015
1958,7,0.041
1958,8,0.007
1958,9,-0.053
1958,10,0.015
1958,11,0.008
1958,12,0.03
1959,1,0.089
1959,2,0.031
1959,3,0.08
1959,4,0.048
1959,5,-0.013
1959,6,0.065
1959,7,0.03
1959,8,0.047
1959,9,0.04
1959,10,-0.033
1959,11,-0.109
1959,12,-0.071
1960,1,-0.031
1960,2,0.102
1960,3,-0.316
1960,4,-0.178
1960,5,-0.156
1960,6,-0.029
1960,7,-0.028
1960,8,0.009
1960,9,0.063
1960,10,-0.025
1960,11,-0.149
1960,12,0.146
1961,1,0.05
1961,2,0.182
1961,3,0.096
1961,4,0.098
1961,5,0.087
1961,6,0.11
1961,7,0.019
1961,8,0.034
1961,9,-0.027
1961,10,-0.031
1961,11,-0.018
1961,12,-0.114
1962,1,0.055
1962,2,0.137
1962,3,0.029
1962,4,0.026
1962,5,-0.045
1962,6,-0.053
1962,7,0.017
1962,8,-0.003
1962,9,-0.014
1962,10,0.045
1962,11,0.013
1962,12,-0.011
1963,1,-0.045
1963,2,0.15
1963,3,-0.146
1963,4,-0.067
1963,5,-0.021
1963,6,-0.034
1963,7,0.11
1963,8,0.128
1963,9,0.129
1963,10,0.225
1963,11,0.161
1963,12,-0.007
1964,1,-0.053
1964,2,-0.127
1964,3,-0.279
1964,4,-0.247
1964,5,-0.176
1964,6,-0.159
1964,7,-0.172
1964,8,-0.256
1964,9,-0.283
1964,10,-0.267
1964,11,-0.297
1964,12,-0.353
1965,1,-0.105
1965,2,-0.247
1965,3,-0.218
1965,4,-0.255
1965,5,-0.162
1965,6,-0.11
1965,7,-0.179
1965,8,-0.107
1965,9,-0.09
1965,10,-0.025
1965,11,-0.135
1965,12,-0.065
1966,1,-0.095
1966,2,-0.094
1966,3,-0.066
1966,4,-0.107
1966,5,-0.14
1966,6,0.036
1966,7,0.031
1966,8,-0.019
1966,9,-0.039
1966,10,-0.106
1966,11,-0.095
1966,12,-0.137
1967,1,-0.167
1967,2,-0.235
1967,3,-0.048
1967,4,-0.063
1967,5,0.077
1967,6,-0.083
1967,7,-0.064
1967,8,-0.063
1967,9,-0.096
1967,10,0.06
1967,11,-0.061
1967,12,-0.148
1968,1,-0.24
